ID,Author,State,BlockNumberChoices,Scores,AuthorTokenBalance
0xbd9ad21c239215db667f5ed56be5335211fd8fd0354812ae11b60fe2f7b0bcb7,0xccE2457631D79b59C8d0f60e100ed6A9b6f67C70,closed,29345866,"['For', 'Against', 'Abstain']","[173.07872109967653, 116.81520667232871, 1647.6641789265984]",10.977
0x01182f22d7ad966ae4148f5fa3398ab8d0ae0193972b2b5df5c9c8fa758eb348,0x4b4D2D37616e563C95598e28Eb63498524732673,closed,29343773,"['Yes', 'No']","[649230.9827613751, 1.1882469081332705]",14.057
0x935bfcd5ff3c7e00fea56420dbb1c5963760a899b5c05c5e52a23434927ca6d3,0x8110A14d2b6A15142EFb70E716360f4CdF0A6b75,closed,29340516,"['A', 'B']","[8182.192210071925, 178.67534848171616]",421.57165733094354
0x00903a94edfa5edc5aa3f1caf0ca29881be47dadec838c74c54fddf02ef208a4,0xc2454b4F668D48aaeD242A4260e484166a210Ad1,closed,29337225,"['yes', 'no']","[5784.7823732743, 24.762881018772323]",0.0
0x38f8e143e0b614a2e338d158028661229c78ec41b925e876428e769a1a3f60f5,0x001A5bD4d315323007C1a7695c5F4db416ac4Eb7,closed,29334046,"['yes', 'no']","[2269.182929288959, 65.96122675355383]",0.0
0xc9dc5ebe26657405b6fcaa76558bd4db4540055bf694da3d450d0d949ec3520b,0xA056A59aa75c16A1853e904910a2C54135C5b323,closed,29323788,"['Yes, Use link above to get $RICH', 'no']","[56091.648264349256, 62.75777553349168]",34.61985191536977
0x69efb5ad702cfe76ee712c648c41d763214d581fcd0369b7143aa526286e3b5e,0xbBbf88c485345b9B963872F731cc95A8F33a890B,closed,29306715,"['For', 'Against', 'Abstain']","[660913.7450094869, 352.6142305177554, 0.5300644356596406]",10.128654868937554
0xf1879c13d65b90701c73b3c8e20174b8c3685f91def5814d0b853fddee3b9683,0x840aed1c6c6d8BAB677afccC09F98a33c9490162,closed,29303529,"['For', 'Against', 'Abstain']","[3384.290259866646, 0.18731556867761912, 900.2692610845368]",0.0
0x242e5c48b38d9494a8c9f6fb69897da0f16278b347a821be81771312e5bfe051,0x14C92f05f42f236CbEc5fafd50eD347b1C2576E7,closed,29303521,"['For', 'Against', 'Abstain']","[770.3944549145225, 76.76974420304369, 0.16635653810045964]",0.0
0x9a50efbba7c278077467511b425b0a63b18ca85e37cd9daee362ba27a0258bf5,0xcE12e2Fa782A109A20a4c6bB44e3B15b0f7e51F3,closed,29303391,"['YES SIR', 'NO SIR']","[548.613070975745, 408.12211512885744]",0.0
0xf72ddfc34b09f1a665b5371eaef0e303ad4e96b4e1f0863c29b26e57202837a3,0x24754acd675bD492D84F3d958db56caaCDA6eB71,closed,29303381,"['yes', 'no']","[1604.052088841155, 976.0166793492632]",0.0
0x9f0c8741025bc1c3d561987bb8649503bdd658e42e755e79ba4864bfb88f9be4,0x63F42C46a4a71182CA45fbCC4cb48b4638a78252,closed,29285582,"['Yes', 'No']","[4242.171077220135, 2223.569332699391]",10.983316203845193
0xa3e69b13e8e653e52bdbf05ce126687c871fe6d59fc46e6cd13281513e5aa328,0x467Cf7a710a01cb04EeDD68D99c9bd205508cc81,closed,29279243,"['Yes, I want to bet.', ""No, I don't want to bet.""]","[1724.0860932987264, 78303.581451118]",0.0
0x4f7733b7fa7e9cf8fb911d340aef1132a99a517530843c5ea1b523553fc0fd73,0xC84907772F8d81881F64f114f01D0CbA25Dc4932,closed,29277415,"['For', 'Against', 'Abstain']","[613510.2152059908, 10.24945701516761, 10.17814962223769]",0.0
0xe638efb42c121d00ee02514f0eb2a0662d07c56cfce9a1ab83a46258b52e046e,0xd78ec2ac1A0AACA49980fEd5B1D9eF19358B602F,closed,29275831,"['For', 'Against', 'Abstain']","[2852.6336674013046, 15.323269343413566, 0]",0.0
0x4907e9f127a91ac96297a53e54b85d697d8d4c06189e78bb32c36f676b876ad7,0xbBbf88c485345b9B963872F731cc95A8F33a890B,closed,29275526,"['For', 'Against', 'Abstain']","[5754.322196999765, 0.13647153096538217, 0.07555375972013213]",10.128654868937554
0x5ef84e1d3a50b07c0b1631c3f72c156bc4aef19d7f6470ab914aa3c1aca017bd,0x9CdacE97C3B00Def8d039d8429C86F54Bf82B07b,closed,29274734,"['Up', 'Down']","[5652.969170352126, 0]",10.057
0x550e1b67920fe9432decf3b957b3437338c8abb0e391cb08705a72137bbdc9d1,0xB6A5bacf7F8B3C63d5fCB04a9DAadf42CB16e83f,closed,29274652,"['For', 'Against', 'Abstain']","[880.4923983528653, 0, 2]",0.0
0x425585143d41ac5bc814f8a4867848fbfdb3d1a726427e101c3d6973cde43092,0xf53Dce277e7198C5ac8FB2Ae223D870c4bA1b286,closed,29272306,"['Yes', 'No']","[2231.648408616096, 91838.85660701431]",10.10217994423274
0x5687f465b5449974e88d1a094d4084bc0c4e5708f7dd7a3b61c2d90103124657,0x840433785cfe8bE13c0b89f33820c373383e3E2C,closed,29272043,"['Yes', 'No']","[1577.9218343434698, 1.2962611425142654]",10.10217994423274
0x1bf02a8c358ee4d1854596148d8fea0713cf6256bcf2709b3d8b42d3fdba061f,0xFEBb67D3d850f12dbe7910840288a0AFdc4a2Ab1,closed,29268220,"['yes', 'no']","[79384.77272073855, 12.521043418384927]",10.4481432765816
0xeeae02a5ff3586507202389d5ad949899b74d8da6a93b8e4362e8c07c730a872,0xe2F368B69aF570744fF72454aCf78AAAc176436B,closed,29268146,"['yes', 'no']","[119621.79810447936, 14.02233452]",10.977
0xe7eddb0b67ab808d6f8d7a998c0649715ab248e6478f0ad4cbe091ccb11d8868,0x3dC3497C04148436c2201FBae92BBEd16749e4bB,closed,29267531,"['yes', 'no']","[497.22247986136966, 24.482410539274184]",10.460076019274185
0x36dfe52e71d236d9785ecf2c9dec2460514114ea1b41241791317f06a4f44a0a,0x907970d993B3EA3cC3e3b019826b605a1c7f5F0D,closed,29267014,"['yes', 'no']","[41908.50004696647, 197363.73522527673]",10.977
0xa07c01626bd8447b1a25ff1e3a8338bc166c21ef7e32b889774c1c6e23ccd44a,0x1F2f89d5BaeFbEA6C6BEd7d6ba3F7f86AcfC939c,closed,29266909,"['yes', 'no']","[72.31220181321194, 10.448857053655084]",10.446087859233621
0xf633ccd2d129aa0e2f9e4e1ad6af9021c780747109abe175e8a494aade99aae3,0x9a509B0f42e218672c4EA8E0f91D203C500dC40d,closed,29265959,"['Yes', 'No']","[37.099163587182474, 114442.66868404223]",11.505801347726846
0xa8a88560123cbbba6d06e979f708600920b56691ad45a17197d2ae20718ce286,0x4c8b057cD075834b7b7625E3160BCfC521bd2182,closed,29265826,"['Here', 'I dont like cake']","[53955.657444337376, 14.02233452]",13.420230408168193
0xe5d7bd1e0bfa4b6a328dc344af4421df7732a262d33c53aaf03bf05ff2d349a0,0x280Aff4f29412Dc8E8047A6d20d9bA5D5B810205,closed,29264988,"['YES', 'NO']","[126114.34157250488, 78411.27268046679]",32.221770706615445
0x7c19ff815d133cfdc1a7bd39fe88db311fe6bca67f7be367335bee70da64000b,0x7d1eCddC0ae2AF9B0d2f25dDc7030b2d97DFd81A,active,29263465,"['Yes', 'No', 'Abstain']","[918576.0787510808, 6.352350544170922, 7.145278907056298]",10.0
0x3914442fb49c414830cd7855a1aa7365e483b0e20fa3c249cd61c28e62fb7081,0xcc4FDcD536A763EF589F7b1aB563452364E3b87F,closed,29260831,"['yes', 'no']","[3547.5835422053374, 0]",10.258210177777874
0x6a7aba96dfd0b5b0b6aa74c03644a98a5b6a60e5dc058b9c4ce80c91c58a9952,0x9224165042b903A08EB9E9CB1f49417DAD7669AF,closed,29259782,"['For', 'Against', 'Abstain']","[1504.659541860859, 1.600002273504817, 2.801170869986438]",10.977
0xc975f472deaace5d76e3229692070cdbb7f232aac80a97a99a7b2fc4f6dc9090,0x661F5bf2D813ff74734E3d867EDEA5A268DF41B1,closed,29258611,"['赵短鸟', '赵长屌']","[1395.3931321220143, 10.112254903758645]",10.1
0x1d4709d311463f81e087bba2dd2fe815b1965f018bff2d99711d067eff65f382,0xD05Bb6b161880ce96E952C0E905da6e98AA63079,closed,29257699,"['kun', 'kun2']","[1185.3606843568284, 217.38834053528737]",11.0
0x348d3e81773d5cff88b237bd7475e42ce6e5d7960d2532dbdc72a54c472ed110,0x4CD2888489BC88F29d2f7c887Fd1c376f8A7749d,closed,29256307,"['Yes', 'No']","[79065.20851103804, 0]",10.832995179382332
0x1f24bbd03e4561dfa07d8976e21d061c0e8ee01518d33bd8fe2ddf019f9651e7,0xF556b7d946a43224A9F4F52BDE7660EDbfa337A8,closed,29255506,"['yes', 'no']","[90.43534822802488, 0.003085468637175284]",10.966
0x1e73b653a8176b133a4613b9ef3317a0f1826ba350de3c0a8f966e73f504541a,0xF556b7d946a43224A9F4F52BDE7660EDbfa337A8,closed,29248828,"['up', 'down']",[],10.966
0xa8a39e7e4546c0def5393fa4ef1182fe267fae2feb980b3b6612d55b4f053615,0x314C15B04f2499E633b36F8958f71A7e107dC8b9,closed,29248813,"['yes', 'no']","[17.83378493306705, 0]",12.977
0x0bd823c1ee944c0755586c3c8b15be7eaed4bd1d5d01bab18ea2d1b2cc58b2f9,0xC0eaec447ebeaC8DC278255813433E84075B091e,closed,29248753,"['wow', 'lol']","[84.77019414434415, 0.003085468637175284]",10.477
0x31abc897166cd38c24d4b0748e05cfc30057f8f80b08f3bd075d4455e1c80e26,0xd38989dEb1C24405c297010596E5f78165348d41,closed,29252147,"['赏250', '赏250']","[1171.199544276929, 0]",10.91
0xdba750b6030958b5fe98106daa12ea827b061cff22f0681983d21a377b7939dd,0x042B239479E28b36172C267dd619a4890827eFc5,closed,29250893,"['23', '5']","[142.49476024473017, 0]",10.277
0x3a9683f6bb60870f9e56b93e2f6d46c85688c8f9bb262e485ff49405f25ebf2d,0xa4D5c1d25713275Bce8b250619c5A787b2052Cfb,closed,29248739,"['forward', 'backward']","[20.354, 0]",10.077
0xfd9e5fef58d0dfdc5d3deca9fb506ac85d1e4810a4375e1b5b8298b7966f4021,0x042B239479E28b36172C267dd619a4890827eFc5,closed,29248591,"['35234', '33121']","[0, 0]",10.277
0x44ed3fd7e6071aa3d0b0cc9ba4501e833efbfcfd1436a2080ef53a88800c6c30,0xbBbf88c485345b9B963872F731cc95A8F33a890B,closed,29249553,"['For', 'Against', 'Abstain']","[288.9465514211748, 0.5, 5.8358184199365795]",10.128654868937554
0x5466d08a5aabaab4498c3c14f9eee6043b909defa56b199c42aec40404abb7b3,0xB4d7FF2D1C46C300e79925747Cbb6430CF86FAA4,closed,29248466,"['yes', 'no']","[813.5078475316745, 0]",10.777
0x0160e9b3880b9fcae136a20fcdbc64e39e51e46313128dfd69fd0b104c4cc834,0x0fAC72a5C42a3c7731F47Ea7054b773FAfF46223,closed,29248416,"['44', '23']","[21.9384, 0]",21.9384
0xdc374278033e55f1c2b174c16bc15e583551f95162beaaed9b8f731aeebd017d,0x6bFB9d57c04d1898093d67A6f6197f4a5cF34C94,closed,29246045,"['mike', 'mary']","[0, 11.177]",11.177
0x547642320d31575e0b649fcc267d16971cb285f5cb03c29446c6c2a57c9b7f8c,0xE98Ea4E1E8751f7A9C144F27366cf3a317505382,closed,29246034,"['500', '4875']","[611.6472515902393, 0]",11.977
0x2afc996f7d6336facc2e234df82091d921b8dd058d5b9199aac4d78b5624f0c4,0x54aa197b96F85995D70F13234B10D32a74F8BD46,closed,29243171,"['1', '2']","[589.642624214324, 10.165434109163982]",11.077
0x14bee6e475b20cef3f855d84f10d8baa6388b561ff3b9002a44bb195621d566b,0xbBbf88c485345b9B963872F731cc95A8F33a890B,closed,29243152,"['For', 'Against', 'Abstain']","[27.595095813839738, 650.8926210918197, 10.166192464823622]",10.128654868937554
0x32b5c08c53937096c28eb9a3edfbfbbec10ac4ffa3c99b196a080fed090a58e8,0xB0875385c10923cb4c8A40AE11bC7423cc84c2A0,closed,29239689,"['yes', 'no']","[14.886080098710782, 6339.568493616503]",12.417576
0x042cc9322bdffebc67018c06914cb87883e7bb2b51a8a4fc2a6e07dde61a45e1,0x8F4008170Ca1A3FE6DEb59860ad7F8c19CBc60a6,closed,29238957,"['Yes', 'No']","[1198.7096194184116, 0]",10.977
0xc23acb2ef9dd1c38d44ccc4a0fbf063df9766b115d16e0fa62e06801b6d2641c,0x8F4008170Ca1A3FE6DEb59860ad7F8c19CBc60a6,closed,29238929,['delicious'],[317.73664210007513],10.977
0x0d8843dc61a1111ec37a5e3dab490101f9904cd8729a41063dbee9d289d0a495,0x9575401ffA5954aF14fb6c4dE2C5Ba919AdF9Bb4,closed,29238828,"['Down', 'UP']","[743.5238016919218, 31.281181554760963]",10.022
0x28105a6654adc85686a2d2b30c7c98107a59bb6a74430bdc14d40f2086b87056,0x68189eBeeA62c8D6DFDe7aCCA908139Ee0f2495f,closed,29238071,"['Love ', 'NO']","[1314.2119209401942, 1.028471e-11]",10.977
0x0d90f88121e64ee701c2239b8e2c8ec00b9d15fc54d4194968ff321c89623344,0x6AbF8c26D78aeBe9Eb1eCba175D9CBe22A622a25,closed,29238044,"['yes', 'no']","[497.85318172005424, 24.81845910688835]",10.165434109163982
0x1e4c51740083c73d468c2c321cbeab0e2a7492f4d8c1e5d764514bd35205e5d3,0x394aa38557e3f68F0E9690a598Bd8237d6856451,closed,29237728,['YES'],[353.43333177754573],10.977
0x1a4f06989f6bddfe9134cccbdb8a832f47647de74c3690ea25d549780019c5e5,0x2c7DFD27908d4cC8c1CF7E658af72bBDDDfE6f1C,closed,29237070,"['Past', 'Future']","[129.3095210602301, 1357.3566236270776]",11.146239181144795
0xeada74f464cdf6bc16acea39cddd295d2e196dad39086d043e9430619c5a50c9,0xC79b45BC29703328e58FB9B3A84BD54426631217,closed,29232023,"['YES', 'NO']","[58.09154037711174, 25105.34993720885]",10.977
0x8bf470ddfdcf1cfaf519f1977674d67ac4969504486847ebcfaaf6946fd3c89e,0xC79b45BC29703328e58FB9B3A84BD54426631217,closed,29231987,"['red', 'green']","[0.7061315601714834, 1137.5960023501598]",10.977
0x18c337bd73aa8f3b937c427dd14b7f1174f7e87bbcd88d6a911cffe1a365fa15,0x98b9Fc8a685aE3CDd3949d13190887Fd1293Ba1e,closed,29231764,"['matcha cake', 'Green Tea roll cake']","[1138.318467185329, 0]",10.977
0x4a7e26578869eb70f233c536c62bd6220413c21fbd08fd85d1a5c99d189b281c,0x36d408C8ECbb9Dea908B0a75bC222696b8524dFF,closed,29230878,"['0', '1']","[3.5056792897076567, 85.12398518743285]",10.94
0x93dd0d457b54568bbd44f8b4a46a07c2c828145c5ca6d4023cc328ec7038732d,0xF49ad2F17ca6374c5ccfac9dD655F72C4168c57F,closed,29230828,"['好诗', '好湿']","[108.57536383903452, 17052.72578961917]",10.85
0x34869c8c852abf91635078d4be0a766e15520b9bec80710eddf959156c3e8604,0xfcBCACF0C34C574439375Df229269A99386423D0,closed,29230651,"['Vote to get rich immediately', 'Get rich within a week of voting', 'Vote and make the sponsor rich']","[668.9459007444264, 0, 0]",17.1897870117754
0x1783ab9cd41d4fc8805d7abbbf2cd71affb83c0e8a0507d2f30c67e69a8ad696,0x4aFD7DEda314f741c2FA11Cd351e5FA6005e4f58,closed,29229884,"['捐', '一定要捐']","[0.4722303975764561, 595.6791617658669]",10.12
0x8708333c458f7fc67b7a19fce96afd13618ba8c4815098147b19d4e170c88fd6,0x5F5d91B155440dcCfA9Ea44d1D8dc2c69Cc335fd,closed,29226927,"['yes', 'no']","[19.784336011975483, 591.3924086273206]",11.277
0x125cbb2d7d13f8294d0c08eb5254e318a75c00f4f45eb7daff96b771ff1d047d,0x8c1Eda4D018205B2df191d15E8484FA2Fd7dBD91,closed,29226689,"['yes', 'no']","[82.67707086651532, 1]",12.477
0x01ff9c17b1e0e7e8d70855e3fc6cb424e4cf0a0c35f05feb9bb48370a7fc4841,0xEf9ee1Db5Bed9e6BF4093f2DA43c2E5ec8d9Cf70,closed,29226534,"['2', '6']","[0.239004907576456, 109.90217107708442]",10.493
0x6f2c0006ac61d1a0028e4a54c1729ba5a606c20c4c8f517e1da80aa7365d1132,0xF68409876cf44E1fC8b00E9EB1a70AE9F305Ae5d,closed,29226371,"['yes', 'no']","[180.94527505132763, 24.9258599752888]",10.177
0xf11ccea12bc84c8f558cbc6b6ba835ff76ad3c5668a81d97fda803957eb59dfd,0xab220FceD2448dc16956C1a3A7bb7CE750c36d08,closed,29226177,"['3', '4']","[160.84142225469373, 0.173344907576456]",10.077
0x34d7f5e0dee7cd900f4bd220166de5ff5b577bc2592ef1a6cec74466a62e7f2b,0xC391aaC7a71121a9cE5d380DB29F9DBA773575B8,closed,29222819,"['yes', 'no']","[157.109993206256, 47.749704575849094]",11.0
0x14bc2171607b0f6e582120e2ee68459ccd9935a5dc2ec2a1844e39e15ac6d9ea,0x4BCe059d27959482468106Db6bdDD30BCb10a888,closed,29222399,"['3', '4']","[1012.6049184226569, 10.977]",10.977
0xf4f43dc2adbff0041541e5d254e3ddf3abdf8bcded5d4a2b59022baffd251c67,0x4Dc2265206b5287122390c83Df6109Ffa895c037,closed,29222214,"['2', '23']","[0, 131.4972460238327]",10.477
0xa9246bd23f3b71df4627f8edf1c7f9a6808414bc6a1aaa03d40f4fe7d6330635,0xf8AA8f09Be68b1c095fd2E1e45c2ab3c37852d3D,closed,29221933,"['1', '2']","[131.9015695116397, 0]",10.877
0x4af48506c515e1676e55cd020ab27a0d2f0557cf1cac0406df51dac66c46aa76,0x734cF47a719FeB363285A3d0103894DaB6d3A438,closed,29219695,"['yes', 'no']","[644.4074650222274, 0]",0.2690883375871016
0x3860536497f88c24ef99e30c78363f5858d7d059abc89e0569e795d975983497,0x8C7C71Dd0b57FE1caE273a1f7744dD73c3830734,closed,29219569,"['yes', 'no']","[410.3110654212588, 78670.1375228469]",0.0
0x1fdb76bb89d1d30673690ef8ce3adcca2ea9083e3b9282826609323d72c99309,0x139F3D090a1f556Cc092616e5e040967107AD0a8,closed,29219421,"['2023', '2024', '2025']","[0.02595549, 541.5573860851698, 135.93043459279605]",15.0
0xad41ea4786d4e03354f30465505b900a900824f38ae5fdcacd94169e6a1c20c3,0x580Cd6a1FA43aff093214A7EEf4d7B717d947A43,closed,29216073,"['Yes', 'YEAH']","[41.75275029795314, 5734.150661893054]",10.859132321250678
0xdb57ca445ffdb367442d6f9eac51d17f06bd40a20d166b2e289fd7110b9ac84c,0xF49ad2F17ca6374c5ccfac9dD655F72C4168c57F,closed,29215640,"['跑', '射']","[132.17961874876144, 3.0000114141849226]",10.95
0xa3d575cb169b6f67629617313d0b18e68ba2871f1ad865f3e605979ff53965c6,0x5897304e2579578B50D529b16AE95d26F714e917,closed,29215556,"['y', 'y']","[106.60709809521391, 550.3412912478615]",10.86
0xbd2863ebbccc029f0f007f8c3f0a736e5522783f613e158b777b1fe398bf00ff,0x035F343612a666c262ea7A09Ce827d6926330269,closed,29214072,"['Yes', 'No']","[3228.8342666153085, 526.195150992185]",11.093747445596984
0x8abdb5e38a92fa2ab5370d790c0fe1cdfb24a46dea78ccd98f0e5457ce2d05c5,0xC1623909c4846565e037D84DEE0948F46d1b3292,closed,29209986,"['2', '3']","[839.4812669733461, 0]",0.0
0x2bc3c2695abb23eed8e6b685f95a0901aa5671219d904ff6c08785b93c8ad76c,0x038a72a0b85C91eF45e7c20E19fa856AE4491d13,active,29207060,"['✅YES to P2E Games Development ', '❌ NO to P2E Game Development']","[902567.802554916, 6530.91362052536]",0.0
0xb4c0c3f6c0dec999b184591ae55a71d2fa8f3a83cd484a455c4253c993c9eb91,0x6F8e87A185A7e29E862e33c677798F599A777F79,closed,29207032,"['need', 'unnecessary']","[78205.64774736231, 0]",10.24263700249419
0x34bd88744dbf8a739eed783cf5ceaf05460632e9385179e0dc21b16a8911abe9,0x9Da12aE4e0A7c53f4186a0F52c2Fa0024d9aAA94,closed,29206621,"['yes', 'no']","[819.7357438258955, 0.37763253270599434]",10.501502351386657
0x65514148dff173f6ee70fb10097f7836cfb158d6e20ab817539331798d0ade23,0x7cb55d98ac026fb1D987c1E8A4e270C97b24A04C,closed,29205878,"['yes', 'no']","[2704.836131876065, 24.702692808387745]",11.27753068995883
0x6b94996712498a9a087788f5fa098f298291c6259fafc790cd889156d59e522b,0x2A998326C32755681BbCA19b84821E69d33d57F3,closed,29203798,"['Rise', 'Rise Rise Rise']","[597.252557714243, 95.17340861928386]",10.977
0xa2de2b0ec8152718372173f14883da1982f47641315df18c35e7e5ca0951bb4c,0x2A998326C32755681BbCA19b84821E69d33d57F3,closed,29203779,['YES'],[340.64782880248043],10.977
0x4dc1f4911a6a4bb37228d890dcd1a7d60a706636279662f9b1c00569b1d5889b,0x75D2FaA9dCFe5a1FB422FfE1E4115bcA61277044,closed,29203397,"['op', 'arb', 'poly']","[484.3868585622181, 0.17655977457396724, 0]",0.0
0xd828a08e02d2a3f9302e7e0cf1f197f5d5c42ac73235866ab34969d9d0c86d0b,0x88db4a0aB313602748D88E7Eb9b3e5b82CdF356D,closed,29203323,"['bright-colored', 'simplicity']","[187996.60127177084, 83.94648077038026]",10.977
0x56bb25ed02f5d0fe792ccb37b02e3b8a7fb89a6832cefe6e394826441d4c25a9,0x88db4a0aB313602748D88E7Eb9b3e5b82CdF356D,closed,29203290,['support'],[135.6400723548055],10.977
0x4d27fbc9780f008567a4690fe68261e0fb096bd8d96172474815794611406af0,0x22AfC6EE8aB248e1A815ec952B37c3754e44207C,closed,29201739,['Happy'],[552.6069629010567],10.977
0xf22cab34b40d95c6a58a377d3ba79972ee5d6e92dae581cf7e18c02148cdcfea,0x22AfC6EE8aB248e1A815ec952B37c3754e44207C,closed,29201692,"['GO', 'GOGO']","[7.321181499313335, 90.26251242031071]",10.977
0x4360d315a4415a47e5b9fe23e3998c20a48f240267f35b3cb53b20cefba0dfe5,0x5dF36d873a58DBd8dc7d94aF3DeA92DF4c48e581,closed,29200707,"['order', 'Not order']","[97.43474270614168, 0.05579999999999999]",10.977
0x0d07a8e0d146e4a59d10b6b571899606c91eed8687d6ee3d8849ce52f6b32fdc,0x5897304e2579578B50D529b16AE95d26F714e917,closed,29200454,"['4', '3']","[1.3945917787824031, 75.59544992050523]",10.96
0xaea7fed80d013d533a52da7a85d5cd73e0b1dc751673c2af21a61bcda271d6fa,0x042526Dbd09A3A139898473EA1FA670689a395b4,closed,29200405,"['1', '2']","[51.45102455309124, 0.121]",10.87
0x427aab712bb1ed06a31f646c95ef623e96dc92d16af58f7d5d23b7e9052442f1,0x6a3940bE63ac3F9E2e579203110B70469ecD6c89,closed,29196041,"['1', '2']","[181.62329134125247, 114.97954863426072]",10.977
0x96f0cddbc82674cbe49f123ad0473cc8b676351e19dc5717cd97097306d2d0a1,0xE4aaE0989D5Ca4B0F53D93C494a8C3a72A06D768,closed,29195637,['yes'],[120.00577449666504],10.577
0xbc750b8e6a290ff25953d022b71f030d29a7af9c4fc4a6a2279884970482d467,0x042526Dbd09A3A139898473EA1FA670689a395b4,closed,29195299,"['y', 'y']","[108.24878736635353, 11.35622652425983]",10.97
0x1c1b148a63b7ee73cc818d1748f4771b342610e325ce0105af6ed538a3d8292f,0x7fa35BE588993aCb3990394C890A17416242827A,closed,29195293,"['yes', 'no']","[61.19788010428406, 0]",10.177
0xf0ec6279156f6971407bcd78ae5f431684dfd2ab37019c8dd238a8b9a36b0038,0x669963d082C6D7131370ae0268809B3C308BAb41,closed,29195264,"['yes', 'no']","[1667729.389879656, 0]",10.977
0xab94862f997df736cfeddb0d770df94d4213af06f8fb840241eb23d4243dc7d1,0x8E46bdE6d185b11B61855D6fB838c920945b8C4a,closed,29195198,"['捐100', '捐10000']","[51.02178897890967, 1502700.0229988513]",10.882923792013885
0x55afb3d794e415edf763f858490cfa67d8cdb240f44aa457243b600332c2cff7,0x8E46bdE6d185b11B61855D6fB838c920945b8C4a,closed,29193542,"['y', 'n']","[65.48833318042394, 0]",10.982923792013885
0xac39ed7b9658a0f278e190b4239eca31bccbbc45857a6d22bdd2efcffcbdab50,0x073829F2d5a633eDd8D4761558fE928f986FF354,closed,29193444,"['yes', 'no']","[56.2474363576366, 0]",10.92923792013885
0xcfff3e2358db3391e5dee786e7cb73cea371173327a172cf0f838fef30976106,0xbBbf88c485345b9B963872F731cc95A8F33a890B,closed,29185240,"['For', 'Against', 'Abstain']","[2768.7866838109335, 0, 0.000758355659640555]",10.128654868937554
0x95f40f52e00b5995a69415a588c19797742351b9c7244834fd39e3d0e1ae4b67,0x7d93943D22087749f9282023D902CBF80fe01c0c,closed,29183937,"['yes', 'yes yes']","[736.7851582955564, 1.264]",10.977
0xcc3da8ccd541e6ec167379cea41168b1bea36467457a5d4e75416dcb8fe167a3,0x7Cf815A009f97F6ECA2fdE66F61364b97720A933,closed,29183105,"['YES', 'NO']","[6506.777414915665, 0.032]",13.931
